Unnamed: 0,Категория товара,Наименование,Ansal код,Ansal название,Цена Ansal Оптовая,Цена Ansal Розничная,Reld код,Reld название,Цена Reld Оптовая,Цена Reld Розничная,Bellini код,Bellini название,Цена Bellini Оптовая,Цена Bellini Розничная,Uriarte код,Uriarte название,Цена Uriarte Оптовая,Цена Uriarte Розничная,Fijamom код ,Fijamom название,Fijamom Цена Fijamom Оптовая,Цена Fijamom Розничная
,*Кронштейн для кондиционеров*,Soporte interior split 2unid con regulacion,NOT_FOUND,Kit Soporte Auxiliar p/inst. U.Evap-----,,,,,,,,,,,,,,,,,,
,*Датчики*,"Kit Sensores heladera 2,7kOm",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*Датчики*,Kit sensores heladera 5kOm,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*Датчики*,Kit Sensores heladera 10kOm,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*Датчики*,Sensor kit 2 split 5kOm,853010,Sensor Evp. TH1/2-5/5k 10104-100014,,,,,,,,,,,,,,,,,,
,*Датчики*,Sensor kit 2 split 10kOm,NOT_FOUND,Sensor TH1/2  92007-005463 (TAC12CH),,,,,,,,,,,,,,,,,,
,*Датчики*,Sensor kit 2 split 15kOm,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
, Направление  СБТ,Termistor heladera,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,БЫТОВАЯ ТЕХНИКА,Motor lavarropas W10691360 WHIRPOOL inverter,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*З/Ч К СПЛИТ-СИСТЕМАМ,"Motor SPLIT 220V 2,5W RPM5/6 Tyj50-8/Sm021",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,"*Кнопки,выключатели*",Interruptor de estufas halogenas 2 cont 16A,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*INDESIT,Perilla 1/2 caña horno electrico negro,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*Предохранители*,Termoclupa L1100mm 8x1,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*Предохранители*,Termoclupa L1400mm 8x1,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,БЫТОВАЯ ТЕХНИКА,Timer horno electrico 120min,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*МЕТИЗЫ,Tarugo para precinto N8,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*ИНСТРУМЕНТ,Forzador split interior 10W,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,СТИРАЛЬНЫЕ МАШИНЫ,Polea tambor DREAN 166 plana,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Ремни*,Correa M490 3L,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Сальники бака*,"Reten 12x25,8x6,3 COLUMBIA",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*INDESIT,Balcon largo alto BAMBI NoFrost,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*Конденсаторы электрические,Capacitor CBB65 50MF DB,NOT_FOUND,Capacitor Compr. 40mF CBB65 (TAC12CH),,,CA-BB65-50AL,,,,,,,,,,,,,,,
,**КОМПРЕССОРА*,Motocompresor CUBIGEL MPT14LA 1/2+HP R-404A (NEK2168GK),NOT_FOUND,NONE,,,400203010,,,,,,,,,,,,,,,
,**КОМПРЕССОРА*,"Motocompresor CUBIGEL MX21Tba 1HP R-22, 404A",NOT_FOUND,NONE,,,400204009,,,,,,,,,,,,,,,
,*Бытовая Серия,Motocompresor EMBRACO FFI12HBK 1/3+HP R-134a,575027,,,,,,,,,,,,,,,,,,,
,**Стекло смотровое*,"Visor de liquido Ø3/8""S MG",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Стекло смотровое*,"Visor de liquido Ø1/2""F MG",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Стекло смотровое*,"Visor de liquido Ø1/2""S MG",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
, Направление  СБТ,Presostato MG HLP830HM manual alta,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
, Направление  СБТ,Presostato MG HLP830E auto reset,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*З/Ч К ПРОМ. ХОЛОД. ТЕХ.,"Valvula solenoide Ø5/8""F DUNAN FDF15A-2001  S/Bobina",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*З/Ч К ПРОМ. ХОЛОД. ТЕХ.,"Valvula solenoide Ø5/8""S DUNAN FDF15A-1003 S/Bobina",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*З/Ч К ПРОМ. ХОЛОД. ТЕХ.,Bobina DUNAN 220V/50HZ solenoide FDFX01,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,"*Мультиметры, клещи электро измерительные*",Detector voltaje BAW luminoso,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
, Направление  СБТ,Pelacable frontal automatico BULIT,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,"*Вентили,переходники*",Repuesto hoja para cutter 5 unid 18mm,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,"*Вентили,переходники*",Disco corte fino 1x115mm BULIT,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
, Направление  СБТ,Pila ENERGIZER AA,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
, Направление  СБТ,Pila ENERGIZER AAA,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*Стальные*,"Filtro molecular DANFOSS DML-032F Ø1/4""",960471,Filtro DANFOSS DML032-1/4f------023Z5035,,,,,,,,,,,,,,,,,,
,*Стальные*,"Filtro molecular DANFOSS DML-032S Ø1/4""",960442,Filtro DANFOSS DML032-1/4s------023Z5048,,,,,,,,,,,,,,,,,,
,*Стальные*,"Filtro molecular DANFOSS DML-052F Ø1/4""",960410,Filtro DANFOSS DML052-1/4f------023Z5037,,,,,,,,,,,,,,,,,,
,*Стальные*,"Filtro molecular DANFOSS DML-052S Ø1/4""",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*Стальные*,"Filtro molecular DANFOSS DML-053F Ø3/8""",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*Стальные*,"Filtro molecular DANFOSS DML-083S Ø3/8""",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
, Направление  СБТ,Ficha macho negra 3 chatas,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
, Направление  СБТ,Ficha macho con manija 10A 3 chatas KALOP,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
, Направление  СБТ,Ficha hembra pala chata+tierra RICHI,200608,Terminal pala hembra-TZH--------N*436---,,,,,,,,,,,,,,,,,,
, Направление  СБТ,Ficha macho naranja 3 chatas RICHI,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
, Направление  СБТ,Detector voltaje SICA C/pilas CATIII,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*З/Ч К СПЛИТ-СИСТЕМАМ,Cable canal 30mm x 12mm 2m c/adhesivo,300730,310401003,,,,,,,,,,,,,,,,,,
,*З/Ч К СПЛИТ-СИСТЕМАМ,Cable canal 100mm x 50mm 2m s/adhesivo,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Масло*,"Aceite ERRECOM LR-POE 32 (0,5L)",913647,"Aceite LR-POE32 3,78L ERRECOM=SUNISO 32-",,,,,,,,,,,,,,,,,,
,**Масло*,"Aceite ERRECOM LR-POE 46 (0,25L)",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*Конденсаторы электрические,Capacitor CBB60 18MF 450V BLUESTAR,917018,751005042,,,CA-440-18,,,,,,,,,,,,,,,
, Направление  СБТ,Copa de Widia de M16 Ø40mm VENTURO,332110,S.copa de Widia de 40mm--M16--BlueStar--,,,,,,,,,,,,,,,,,,
,*Стальные*,"Filtro molecular DANFOSS DML-083F Ø3/8""",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*Стальные*,"Filtro molecular DANFOSS DML-163F Ø3/8""",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*Стальные*,"Filtro molecular DANFOSS DML-163S Ø3/8""",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,"*Манометры,Вакуумметр*",Manovacuometro R-22 alta VMG-2 VALUE,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,"*Манометры,Вакуумметр*",Manovacuometro R-410A baja VALUE VMG-2,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
, Направление  СБТ,Nucleo solido BLUESTAR XFL48 succion/bidi,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
, Направление  СБТ,Nucleo solido alta humedad BLUESTAR XH48,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
, Направление  СБТ,Nucleo solido BLUESTAR XF/XD48,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Электронные блоки*,Presostato encapsulado BLPS YKL off40/25on BLUESTAR,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
, Направление  СБТ,Presostato SANHUA PS01AL-S01-B auto,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
, Направление  СБТ,Presostato SANHUA PS01ML-S01-B manual,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
, Направление  СБТ,Presostato SANHUA PS15AAL-S51-AyB auto,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
, Направление  СБТ,Presostato SANHUA PS15AML-S51-B auto,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
, Направление  СБТ,Presostato SANHUA PS50AL-A51-A auto,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
, Направление  СБТ,Presostato SANHUA PS50ML-S51-A manual,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*ТРВ Danfoss*,Valvula termostatica SANHUA RFGB01E 0.35TR R-22,994560,Valv.Termost.SANHUA RFGB01E 0.35TR-R22--,,,,,,,,,,,,,,,,,,
,**Стекло смотровое*,"Visor de liquido Ø1/4""F SANHUA",994300,Visor de liq.SANHUA 1/4F--SYJ06L11-----,,,,,,,,,,,,,,,,,,
,**Стекло смотровое*,"Visor de liquido Ø3/8""S SANHUA",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для пылесосов,Cepillo aspiradora con pedal Ø32mm,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для пылесосов,Cepillo aspiradora trapezoidal Ø35-63mm,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*Предохранители*,"Fusible de alta 0,75A 5kV",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*Предохранители*,"Fusible de alta 0,90A 5kV",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*З/Ч К ХОЛОД. ТЕХ.,Piloto luz led L22mm 220V rojo,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*З/Ч К ХОЛОД. ТЕХ.,Piloto luz led L22mm 220V ambar,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*З/Ч К ХОЛОД. ТЕХ.,Piloto luz led L22mm 220V verde,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*З/Ч К СПЛИТ-СИСТЕМАМ,Taco antivibratorio split con resorte 4 und,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*З/Ч К СПЛИТ-СИСТЕМАМ,Pico desagote universal split RD,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,БЫТОВАЯ ТЕХНИКА,Bornera 6mm-10mm 12 polos TEKOX,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,"*Мультиметры, клещи электро измерительные*",Tester mulimetro digital JA-850,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Ресивер*,"Acumulador Succion BLUESTAR XF-596 Ø3/4""S 216x127mm",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Ресивер*,"Acumulador Succion BLUESTAR XF-205 Ø5/8""S  252x102mm",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*Стальные*,"Filtro molecular BLUESTAR XF-052F Ø1/4""",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*Стальные*,"Filtro molecular BLUESTAR XF-053S Ø3/8""",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*Стальные*,"Filtro molecular BLUESTAR XF-082S Ø1/4""",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Электронные блоки*,Presostato encapsulado YKL off150/on230 BLUESTAR,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Электронные блоки*,Presostato encapsulado YKL off170/on250 BLUESTAR,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Электронные блоки*,Presostato encapsulado YKL off35/on60 BLUESTAR,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Электронные блоки*,Presostato encapsulado YKL off425/on325 BLUESTAR,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Ресивер*,"Separador de aceite BLUESTAR XFW-55824 Ø1/2"" ",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,"**ЗАПЧАСТИ для духовок, электроплит",Termostato bobinado 90°C COMPELA N1090F00,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Термостаты*,Termostato de contacto 105/40°C,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Термостаты*,Termostato de contacto 70/20°C,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Электронные блоки*,Rele proteccion trifasico RUT34-2M2 BAW,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*З/Ч К СПЛИТ-СИСТЕМАМ,Plaqueta universal con control remoto QD-U08C,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*З/Ч К СПЛИТ-СИСТЕМАМ,Plaqueta universal con control remoto QD-U05PG (LV05PG),NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Насосы*,Tobera sola HANYU F1 45°,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Насосы*,Tobera sola HANYU F2 90°,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*Конденсаторы электрические,Capacitor CBB60 14MF 450V tornillo ITALTEC,917014,751005036,,,CA-440-14,,,,,,,,,,,,,,,
,*Вальцовка*,Caja herramientas chica CT-808F,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,"**ЗАПЧАСТИ для духовок, электроплит",Piezoelectrico ESKABE 109,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,"**ЗАПЧАСТИ для духовок, электроплит",Piezoelectrico ESTRELLITA 108,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,"**ЗАПЧАСТИ для духовок, электроплит",Piezoelectrico EUROSTAR 109A,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*Конденсаторы электрические,"Capacitor CBB60 12,5MF 450V tornillo ITALTEC",917013,751005034,,,CA-440-12.5,,,,,,,,,,,,,,,
,*Конденсаторы электрические,Capacitor CBB60 16MF 450V tornillo ITALTEC,917016,751005040,,,CA-440-16,,,,,,,,,,,,,,,
,**УБЛ*,Blocapuerta ITALFLEX Zv 445 T4,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*Термостаты  бытовые*,Termostato TC4 90°C,907784,DB-TD-20,,,,,,,,,,,,,,,,,,
,*Термостаты  бытовые*,Termostato RC56826-2,490040,683010015,,,YC23626-2S,,,,,,,,,,,,,,,
,*Термостаты  бытовые*,Termostato RC13622-2,490040,683010015,,,YC23626-2S,,,,,,,,,,,,,,,
,***Вентиляторы осевые*,Ventilador axial 4E-300-B 220V,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,***Вентиляторы осевые*,Ventilador axial 4E-400-B 220V,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*З/Ч К СПЛИТ-СИСТЕМАМ,Cobertor split 18/24/36 BTU 1420x410mm,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*З/Ч К СПЛИТ-СИСТЕМАМ,Forzador split exterior 50W YDK50,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*З/Ч К СПЛИТ-СИСТЕМАМ,Forzador split exterior 35W YDK35,NOT_FOUND,Forzador GALAXIA-GAFA MINIVISU-PALA-MCM-,,,,,,,,,,,,,,,,,,
,*З/Ч К СПЛИТ-СИСТЕМАМ,Forzador split exterior 30W YDK30,NOT_FOUND,Forzador GALAXIA-GAFA MINIVISU-PALA-MCM-,,,,,,,,,,,,,,,,,,
,Флекс,"Aislacion Ø1"" 13mm COOLTECH",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,Флекс,"Aislacion Ø1 1/8"" 13mm COOLTECH",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*Таймера*,Timer 8hs 35min DBZA,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*Испарители*,Placa evaporadora estampada 500x450mm 1 canal c/capilar,NOT_FOUND,"Intercamb. placa Ev0,5-Cond 1 --BL14x20-",,,,,,,,,,,,,,,,,,
,**Опоры*,Soporte caja 680/WW13,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
, Направление  СБТ,Tapa plastica W13/WH680,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**КЭНы*,Electrovalvula 4 vias 180° LG carga frontal,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**КЭНы*,Electrovalvula 3 vias 90° WHIRLPOOL 680,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**КЭНы*,Electrovalvula 3 vias 180° WHIRLPOOL 6TH sense inverte,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**КЭНы*,Electrovalvula 3 vias una 90° dos 180° secarropas  ARISTON AML101,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**КЭНы*,Electrovalvula 3 vias 180° SAMSUNG,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**КЭНы*,Electrovalvula 2 vias 180° LG,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Датчики уровны воды*,Presostato 3 contactos LG,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Датчики уровны воды*,Presostato 6 contactos PHILIPS EMICOL 371,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Датчики уровны воды*,Presostato 6 contactos AURORA 14-P EMICOL,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Датчики уровны воды*,Presostato 7 contactos etiqueta blanca,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**ТЭН нагреватель*,"Resistencia   9"" 110W  MITSUBISHI NoFrost",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**ТЭН нагреватель*,"Resistencia 11"" 120W MITSUBISHI NoFrost",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**ТЕРМОПРЕДОХРАНИТЕЛИ,Fusible 250°C,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**ТЕРМОПРЕДОХРАНИТЕЛИ,Fusible 240°C,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**ТЕРМОПРЕДОХРАНИТЕЛИ,Fusible 230°C,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**ТЕРМОПРЕДОХРАНИТЕЛИ,Fusible 165°C,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**ТЕРМОПРЕДОХРАНИТЕЛИ,Fusible 133°C,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**ТЕРМОПРЕДОХРАНИТЕЛИ,Fusible 122°C,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*THERMOWATT,Resistencia Caloventor,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,БЫТОВАЯ ТЕХНИКА,Motor caloventor 18W 220V grande LILIANA/ATMA,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для СВЧ,Tubo halogeno L180mm 220V,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для СВЧ,Tubo halogeno L220mm 220V,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для СВЧ,Tubo halogeno L240mm 220V,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для СВЧ,Tubo halogeno L260mm 220V,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для СВЧ,Tubo quarzo L240mm 220V LILIANA,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для СВЧ,Tubo quarzo L220mm 220V LILIANA,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,"**Таймеры,реле,предохранители*","Rele compela 1/6HP (PW5,5A)",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,***Вентиляторы бытовые*,Motor vastago 37mm Ø3mm 220V 14AB-CCW,NOT_FOUND,Motor 21w. Evp. 22001-000297_CT(BS11INV),,,,,,,,,,,,,,,,,,
,***Вентиляторы бытовые*,Motor vastago 33M Ø3mm 220V 182,NOT_FOUND,Motor Evp.35WC -RPG20D---202400300215---,,,,,,,,,,,,,,,,,,
,*Предохранители*,Bimetal MABE -2/+2ºC 16A 250V,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*Предохранители*,Bimetal ELECTROLUX -3/-2ºC 16A 250V,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*Предохранители*,Bimetal PATRICK -3/-2ºC 16A 250V,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Насосы*,Bomba desagote 30W 3 trabas HANYU,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Масло*,"Aceite ERRECOM LR-POE   46 (0,5L)",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Масло*,"Aceite ERRECOM LR-POE   68 (0,5L)",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
, Направление  СБТ,Bomba condensado BLUESTAR MPC-BLUE 14L/H,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
, Направление  СБТ,Bomba condensado VALUE M1 24L/H,NOT_FOUND,Bomba Condensado BlueStar-QD-PU22E------,,,,,,,,,,,,,,,,,,
,*Конденсаторы агрегатов*,"Condensador 1HP 390x330mm BlueStar FNF2,2/8,2",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,"Фитинги медные, гайки","Curva de cobre 45° Ø1""",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,"Фитинги медные, гайки","Curva de cobre 90° Ø1""",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,ХОЛОДИЛЬНАЯ ТЕХНИКА,Filtro cobre con valvula de acceso 15gr BS,491210,620212002,,,W28024-B,,,,,,,,,,,,,,,
,ХОЛОДИЛЬНАЯ ТЕХНИКА,"Filtro molecular SANHUA H08030-S anti-acid Ø3/8""S",994165,Filtro SANHUA DTG-H08030-921-083-3/8sold,,,,,,,,,,,,,,,,,,
,ХОЛОДИЛЬНАЯ ТЕХНИКА,"Filtro molecular SANHUA DTG-H08040-S anti-acid Ø1/2""S",994166,Filtro SANHUA DTG-H08040-921-1/2-Sold---,,,,,,,,,,,,,,,,,,
,*З/Ч К ХОЛОД. ТЕХ.,"Lampara 1,8W LED rosca E14",NOT_FOUND,Lampara perfume rosca mignon clara-15w--,,,,,,,,,,,,,,,,,,
,"*Вентили,переходники*","Llave esferica SANHUA Ø1 1/8"" SBV MJA9",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,"*Вентили,переходники*","Llave esferica SANHUA Ø1/2""S BVM JA4Y",960386,Llave esferica DANFOSS--1/2s--GBC12-7052,,,,,,,,,,,,,,,,,,
,"*Вентили,переходники*","Llave esferica SANHUA Ø3/8""S BVM JA3Y",960385,Llave esferica DANFOSS--3/8s--GBC10-7051,,,,,,,,,,,,,,,,,,
,"*Вентили,переходники*","Llave esferica SANHUA Ø5/8""S BVM JA5Y",NOT_FOUND,Llave esferica DANFOSS--5/8s--GBC16-7053,,,,,,,,,,,,,,,,,,
,"*Манометры,Вакуумметр*",Manifold BLUESTAR CT466GL/CT468 R-22/134a/404A/410A,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**КОМПРЕССОРА*,Motocompresor rotativo GMCC TOSHIBA PH165X1C 2275FR R-22,946010,Mot.Rotat.GMCC 2275fr R22 PH165X1C-4DZD2,,,,,,,,,,,,,,,,,,
,"Фитинги медные, гайки","Tees de bronce Ø5/16""FM",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,"Фитинги медные, гайки","Tees de cobre Ø1""",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*Термостаты  бытовые*,Termostato RC93670-2S ROBERTSHAW,490041,,,,,,,,,,,,,,,,,,,
,Труба медная,"Tira cobre Ø1"" x 1mm 5m",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Ресивер*,Tubo recibidor BLUESTAR XF 3L,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,*ERRECOM,Tabletas limpia evaporador ERRECOM EVO TABS,913602,Limpia Evap.Purif.EVO TABS 18PZ.AB108901,,,,,,,,,,,,,,,,,,
,*ERRECOM,Tabletas limpia condensador ERRECOM ALKALINE TABS,913604,Limpia Cond.ALKALINE TABS 18PZ.AB122101J,,,,,,,,,,,,,,,,,,
,**Стекло смотровое*,"Visor de liquido Ø1/4""S SANHUA",994300,Visor de liq.SANHUA 1/4F--SYJ06L11-----,,,,,,,,,,,,,,,,,,
,**УБЛ*,Blocapuerta ITALFLEX ZV445A,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**УБЛ*,Blocapuerta ITALFLEX ZV445M,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**УБЛ*,Blocapuerta METALFEX ZV445G,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**УБЛ*,Blocapuerta LONGVIE SMART,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**УБЛ*,Blocapuerta MABE 6K LPK-06E-10,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**УБЛ*,Blocapuerta MABE LSGE 09 DC-00026A,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**УБЛ*,Blocapuerta PHILCO SIAM BGH,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,БЫТОВАЯ ТЕХНИКА,"Cable bipolar plancha 1,8m",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,БЫТОВАЯ ТЕХНИКА,"Cable tripolar plancha 1,8m",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,БЫТОВАЯ ТЕХНИКА,"Cable tripolar plancha 2,5m",NOT_FOUND,Rollo 100m cable taller 3x1mm-----------,,,,,,,,,,,,,,,,,,
,**Разное стирка*,Cangilon DREAN BLUE L150mm 40/47L,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Разное стирка*,Cangilon DREAN BLUE L185mm 45/54L,NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для СВЧ,"Capacitor microondas 0,85MF 2100VAC",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
,**Щетки угольные*,"Carbon lava 6,0x9x30 YELMO",NOT_FOUND,NONE,,,,,,,,,,,,,,,,,,
